id,name,station_name,small_area,middle_area,lat,lng,budget.average,capacity,open,parking,child,mobile_access,wifi,card,non_smoking,url,walk_minutes,budget_numeric,wifi_flag,card_flag,non_smoking_score,parking_flag,child_flag,closed_days,closed_days_count,lunch_flag,midnight_flag,business_style,style_weekday_off,style_weekend_off,area_store_count,cluster
J001292471,z4 cafe タマミツ ,堺筋本町,堺筋本町,淀屋橋・本町・北浜・天満橋,34.6818183458,135.50626816,,40.0,月～金、祝前日: 07:00～19:00土: 11:00～17:00,なし,お子様連れ不可,大阪ﾒﾄﾛ中央線堺筋本町駅8･9出口より徒歩30秒,あり,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ001292471/?vos=nhppalsa000016,1.0,,1,0,0,0,0,なし,0,1,0,no_off,0,1,60,2
J004558961,SEAGULL DINER　中之島フェスティバルプラザ店,渡辺橋,肥後橋,淀屋橋・本町・北浜・天満橋,34.6935534345,135.4957011867,"ディナー2,000円～",50.0,月～金: 11:00～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）土、日、祝日: 11:00～21:00 （料理L.O. 20:30 ドリンクL.O. 20:30）,なし,お子様連れOK,渡辺橋駅から徒歩1分/線肥後橋駅から徒歩3分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ004558961/?vos=nhppalsa000016,1.0,1.0,1,1,2,0,1,なし,0,1,0,no_off,0,0,60,4
J003603004,GENTLE BEARS CAFE,天満橋,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6863463023,135.512179988,ランチ1000円(税込)～1999円(税込),33.0,火～日、祝日、祝前日: 11:30～18:30 （料理L.O. 18:00 ドリンクL.O. 18:00）,なし,お子様連れOK ：（乳児可、未就学児可、小学生可）、ベビーカー入店可,天満橋駅から574m,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003603004/?vos=nhppalsa000016,7.0,1499.5,1,1,2,0,1,月,1,1,0,weekday_off,1,0,60,0
J003389216,シナジん家,本町,本町,淀屋橋・本町・北浜・天満橋,34.680714876,135.4949905746,,12.0,月～日、祝日、祝前日: 09:00～22:00,なし,お子様連れ不可,大阪ﾒﾄﾛ四つ橋線本町駅23出口より徒歩約4分,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003389216/?vos=nhppalsa000016,4.0,,1,0,2,0,0,なし,0,0,0,no_off,0,0,60,2
J001264422,紗Bon堂,阿波座,阿波座,淀屋橋・本町・北浜・天満橋,34.6847553056,135.4853940559,1000円～2000円,25.0,月～金、祝前日: 11:30～16:00 （料理L.O. 15:30 ドリンクL.O. 15:30）土、日、祝日: 09:00～16:00 （料理L.O. 15:30 ドリンクL.O. 15:30）,なし,お子様連れ歓迎,大阪ﾒﾄﾛ千日前線阿波座駅9出口より徒歩約5分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ001264422/?vos=nhppalsa000016,5.0,1500.0,0,1,2,0,1,なし,0,1,0,no_off,0,0,60,0
J000748536,ジョエル 淀屋橋,淀屋橋,淀屋橋,淀屋橋・本町・北浜・天満橋,34.6912915743,135.5002289224,1000円(通常平均) ,4.0,月～土、祝日、祝前日: 11:00～20:00,あり ：ビルの地下駐車場あり（当店では駐車券のサービスはございません）,お子様連れ歓迎,地下鉄御堂筋線淀屋橋駅 10番出口 徒歩1分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ000748536/?vos=nhppalsa000016,1.0,1000.0,0,1,2,1,1,なし,0,0,0,no_off,0,1,60,1
J003497465,センバカフェ,堺筋本町,堺筋本町,淀屋橋・本町・北浜・天満橋,34.6818652938,135.5066492361,,66.0,火～金: 11:00～15:00 （料理L.O. 14:30 ドリンクL.O. 14:30）土、日、祝日: 11:00～16:00 （料理L.O. 15:30 ドリンクL.O. 15:30）,なし,お子様連れ歓迎,大阪ﾒﾄﾛ堺筋線.中央線堺筋本町駅2出口より徒歩3分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003497465/?vos=nhppalsa000016,3.0,,1,1,2,0,1,月,1,1,0,weekday_off,1,0,60,0
J001292587,Dining cafe Tabby ダイニングカフェ タビー,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6807489234,135.5139522454,,20.0,月～金: 11:00～20:00,なし,お子様連れOK,大阪ﾒﾄﾛ 谷町四丁目駅8出口より徒歩約6分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001292587/?vos=nhppalsa000016,6.0,,0,0,2,0,1,土、日,2,1,0,weekend_off,0,1,60,1
J004469547,CHA&T チャット,本町,本町,淀屋橋・本町・北浜・天満橋,34.679628986,135.4992032979,,15.0,月～土、祝日、祝前日: 09:00～17:00 （料理L.O. 16:00）,なし,お子様連れ不可,本町駅から280m,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004469547/?vos=nhppalsa000016,4.0,,0,1,2,0,0,なし,0,0,0,no_off,0,1,60,2
J003365955,天満橋カフェ,天満橋,天満橋,淀屋橋・本町・北浜・天満橋,34.6902284638,135.5165869697,,50.0,月～日、祝日、祝前日: 11:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:30）,なし,お子様連れOK,"京阪本線,京阪中之島線天満橋駅より徒歩約0分",あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003365955/?vos=nhppalsa000016,0.0,,1,1,2,0,1,なし,0,1,0,no_off,0,0,60,4
J001269451,Dreamカフェ,天満橋,天満橋,淀屋橋・本町・北浜・天満橋,34.6877826657,135.5181071976,,22.0,月～金、祝日、祝前日: 08:00～18:00 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし,お子様連れ歓迎,地下鉄天満橋駅徒歩約3分,未確認,利用可,禁煙席なし,https://www.hotpepper.jp/strJ001269451/?vos=nhppalsa000016,3.0,,0,1,0,0,1,土,1,0,0,weekend_off,0,1,60,1
J003365502,drip classic ドリップ クラシック,本町,本町,淀屋橋・本町・北浜・天満橋,34.6809169974,135.5036017576,,8.0,月～金: 08:00～19:00 （料理L.O. 18:30 ドリンクL.O. 18:30）土: 08:00～16:00 （料理L.O. 15:30 ドリンクL.O. 15:30）日: 08:00～16:00 （料理L.O. 16:00 ドリンクL.O. 15:30）祝日: 08:00～16:00,なし,お子様連れ歓迎,本町駅から徒歩5～10分,あり,利用可,禁煙席なし,https://www.hotpepper.jp/strJ003365502/?vos=nhppalsa000016,10.0,,1,1,0,0,1,なし,0,0,0,no_off,0,0,60,1
J003341316,NICO ニコ,天満,天満橋,淀屋橋・本町・北浜・天満橋,34.7050315079,135.5167203428,,23.0,月～金、祝前日: 10:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）,なし,お子様連れOK,JR大阪環状線天満駅出口(北側)より徒歩約8分,未確認,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ003341316/?vos=nhppalsa000016,8.0,,0,0,0,0,1,土,1,0,0,weekend_off,0,1,60,1
J000865951,パティスリー ラ・プラージュ,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6848787615,135.5152078282,1000円,2.0,火～日、祝日、祝前日: 10:00～19:00,なし,お子様連れ歓迎,地下鉄谷町線谷町四丁目駅4番出口から徒歩5分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ000865951/?vos=nhppalsa000016,5.0,1000.0,0,0,2,0,1,月,1,0,0,weekday_off,1,0,60,1
J003483002,biota CAFE,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6784826298,135.5189354971,400円-2000円,20.0,月～土: 10:00～18:00,なし ：近くに駐車場あり,お子様連れ歓迎,谷町4丁目駅､谷町6丁目駅から徒歩5分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003483002/?vos=nhppalsa000016,5.0,1200.0,1,1,2,1,1,日,1,1,0,weekend_off,0,1,60,0
J004067492,VITA BOWL ビタ ボウル,堺筋本町,堺筋本町,淀屋橋・本町・北浜・天満橋,34.6802267982,135.5036106692,,12.0,火～日、祝日、祝前日: 11:00～19:00,なし,お子様連れ不可,堺筋本町駅から徒歩5分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004067492/?vos=nhppalsa000016,5.0,,0,1,2,0,0,月,1,0,0,weekday_off,1,0,60,2
J001145749,Boulangerie KAWA,本町,本町,淀屋橋・本町・北浜・天満橋,34.6826128729,135.5017465847,1000円,5.0,月～土、祝日、祝前日: 08:00～20:00,なし ：ございません,お子様連れ歓迎 ：ございません,｢本町駅｣徒歩1分 ｢堺筋本町駅｣徒歩10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001145749/?vos=nhppalsa000016,1.0,1000.0,0,0,2,0,1,なし,0,0,0,no_off,0,1,60,1
J001274642,4TH STREET BAGEL,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6852184723,135.5163791029,700円,13.0,月～金、祝前日: 07:00～15:00土: 10:30～15:00,なし,お子様連れOK,"大阪ﾒﾄﾛ谷町線,中央線谷町四丁目駅より徒歩約3分",あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001274642/?vos=nhppalsa000016,3.0,700.0,1,1,2,0,1,なし,0,1,0,no_off,0,1,60,0
J001268263,Buddha,森ノ宮,森ノ宮,淀屋橋・本町・北浜・天満橋,34.6778078319,135.536293444,1000,4.0,月～金、祝前日: 11:00～15:00,なし,お子様連れ不可,JR大阪環状線森ﾉ宮駅南口より徒歩約5分,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001268263/?vos=nhppalsa000016,5.0,1000.0,1,0,2,0,0,土,1,1,0,weekend_off,0,1,60,2
J001182731,フレッシュネスバーガー 天満橋OMM店,天満橋,天満橋,淀屋橋・本町・北浜・天満橋,34.690363502,135.5188937075,,54.0,月～土、祝前日: 07:30～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）日、祝日: 07:30～21:00 （料理L.O. 20:30 ドリンクL.O. 20:30）,なし,お子様連れ歓迎,大阪ﾒﾄﾛ谷町線天満橋駅1出口より徒歩約3分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001182731/?vos=nhppalsa000016,3.0,,1,1,2,0,1,なし,0,0,0,no_off,0,0,60,4
J000807336,フレッシュネスバーガー 御堂筋本町店,本町,本町,淀屋橋・本町・北浜・天満橋,34.6822790183,135.5015921651,,44.0,月～日、祝日、祝前日: 08:00～21:00,なし,お子様連れ歓迎,大阪ﾒﾄﾛ御堂筋線本町駅10出口より徒歩約2分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ000807336/?vos=nhppalsa000016,2.0,,1,1,2,0,1,なし,0,1,0,no_off,0,0,60,4
J001264922,ホテルプリムローズ大阪 喫茶アクアヴェール,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6839589377,135.5182986998,ランチ501～1000円,34.0,月～金、祝前日: 07:30～15:30,なし,お子様連れ歓迎,谷町四丁目駅1B出口より徒歩1分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001264922/?vos=nhppalsa000016,1.0,750.5,1,1,2,0,1,土,1,0,0,weekend_off,0,1,60,0
J003693790,Pono cafe&dining ポノカフェアンドダイニング,森ノ宮,森ノ宮,淀屋橋・本町・北浜・天満橋,34.679721465,135.5346343575,,14.0,月～日、祝日、祝前日: 11:30～14:3018:00～22:00,なし,お子様連れ不可,JR大阪環状線森ﾉ宮駅南口より徒歩約2分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ003693790/?vos=nhppalsa000016,2.0,,0,1,2,0,0,なし,0,0,0,no_off,0,0,60,2
J001292602,MAKANA COFFEE ROASTERS マカナコーヒーロースターズ 土佐堀店,肥後橋,肥後橋,淀屋橋・本町・北浜・天満橋,34.6890157969,135.4915036534,,12.0,火～土: 11:00～19:00,なし,お子様連れOK,肥後橋駅より徒歩8分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ001292602/?vos=nhppalsa000016,8.0,,0,1,2,0,1,月、日,2,0,0,weekend_off,1,1,60,0
J004402282,MAZE CAFE CASTLE マゼカフェ キャッスル,玉造,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6783080977,135.526268194,,24.0,月～日、祝日、祝前日: 08:00～16:00,なし,お子様連れOK,玉造駅(大阪ﾒﾄﾛ)から549m,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004402282/?vos=nhppalsa000016,7.0,,0,1,2,0,1,なし,0,0,0,no_off,0,0,60,0
J004402281,MAZE CAFE TERRACE マゼカフェ テラス,堺筋本町,堺筋本町,淀屋橋・本町・北浜・天満橋,34.6790328109,135.5054983222,,32.0,月～日、祝日、祝前日: 08:00～16:00,なし,お子様連れOK,堺筋本町駅11出口より徒歩約5分/堺筋本町駅から366m,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004402281/?vos=nhppalsa000016,5.0,,0,1,2,0,1,なし,0,1,0,no_off,0,0,60,0
J001205649,MUC COFFEE ROASTERA 靭公園店,本町,本町,淀屋橋・本町・北浜・天満橋,34.6839328019,135.4931786795,,64.0,月～日、祝日、祝前日: 07:00～18:00 （ドリンクL.O. 17:30）,なし,お子様連れ不可,本町駅から688m,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ001205649/?vos=nhppalsa000016,9.0,,0,1,2,0,0,なし,0,0,0,no_off,0,0,60,2
J001277943,MAX CAFE 大阪本町店,本町,本町,淀屋橋・本町・北浜・天満橋,34.6809050398,135.5029757018,,37.0,月～日、祝日、祝前日: 06:30～22:00,なし,お子様連れ不可,大阪ﾒﾄﾛ御堂筋線/中央線本町駅12出口～徒歩約5分,未確認,利用不可,一部禁煙,https://www.hotpepper.jp/strJ001277943/?vos=nhppalsa000016,5.0,,0,0,1,0,0,なし,0,0,0,no_off,0,0,60,2
J001277944,MAX CAFE 大阪淀屋橋店,北浜,本町,淀屋橋・本町・北浜・天満橋,34.6867705136,135.5042145603,,55.0,月～土、祝前日: 06:30～22:00,なし,お子様連れ不可,大阪ﾒﾄﾛ堺筋線北浜(大阪)駅5出口より徒歩約8分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001277944/?vos=nhppalsa000016,8.0,,0,0,2,0,0,なし,0,0,0,no_off,0,1,60,2
J001279475,lunch&cafe あくび,天満橋,天満橋,淀屋橋・本町・北浜・天満橋,34.6892966131,135.516065936,,13.0,月～金、祝前日: 11:30～17:00 （料理L.O. 14:00）,なし,お子様連れ不可,駅より徒歩10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001279475/?vos=nhppalsa000016,10.0,,0,0,2,0,0,土,1,0,0,weekend_off,0,1,60,2
J001282554,RETTE,谷町四丁目,谷町四丁目,淀屋橋・本町・北浜・天満橋,34.6836880102,135.5129197358,,22.0,月～金、祝前日: 08:00～18:00土、祝日: 09:00～18:00日: 12:00～17:30,なし,お子様連れ不可,大阪ﾒﾄﾛ中央線谷町四丁目駅4出口より徒歩約7分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001282554/?vos=nhppalsa000016,7.0,,0,0,2,0,0,なし,0,0,0,no_off,0,0,60,2
J003736413,world tea labo ワールドティーラボ,淀屋橋,淀屋橋,淀屋橋・本町・北浜・天満橋,34.6924998209,135.502402302,1200円,23.0,月～日: 10:00～19:00 （料理L.O. 18:30 ドリンクL.O. 18:30）,あり,お子様連れOK,京阪本線淀屋橋駅14-B出口より徒歩約1分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003736413/?vos=nhppalsa000016,1.0,1200.0,1,1,2,1,1,なし,0,1,0,no_off,0,0,60,4
J004089229,I m kitchen アイムキッチン,天神橋筋六丁目,天神橋筋六丁目,京橋・天満・天六・南森町,34.711228174,135.5111217334,,12.0,月～水、金～日、祝日、祝前日: 15:00～翌2:00,なし,お子様連れ歓迎,天神橋筋六丁目駅から徒歩1分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ004089229/?vos=nhppalsa000016,1.0,,1,1,2,0,1,木,1,0,1,weekday_off,1,0,50,0
J004049726,ASUKA CAFE BAR アスカカフェドットバー,都島,都島,京橋・天満・天六・南森町,34.708747631,135.5234426826,,18.0,月～日、祝日、祝前日: 10:00～21:00,なし,お子様連れOK,都島駅より徒歩約4分/桜ﾉ宮駅り徒歩約13分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004049726/?vos=nhppalsa000016,4.0,,0,0,2,0,1,なし,0,1,0,no_off,0,0,50,1
J001277726,amaretto,蒲生四丁目,蒲生四丁目,京橋・天満・天六・南森町,34.6987201253,135.5459024455,,14.0,月～土、祝前日: 10:00～19:00日、祝日: 10:00～18:00,なし,お子様連れOK,蒲生四丁目駅5分!!!,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001277726/?vos=nhppalsa000016,5.0,,0,0,2,0,1,なし,0,0,0,no_off,0,0,50,1
J003365609,&tea アンドティー,天神橋筋六丁目,天神橋筋六丁目,京橋・天満・天六・南森町,34.7145080616,135.5103633548,,8.0,月～水、土、日: 12:00～19:00 （料理L.O. 19:00 ドリンクL.O. 19:00）,なし,お子様連れ歓迎,天神橋筋六丁目駅6出口より徒歩約6分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ003365609/?vos=nhppalsa000016,6.0,,0,1,2,0,1,木、金,2,0,0,weekday_off,1,0,50,0
J001178558,イタリアン&カフェ BOSCO ボスコ 京橋店,京橋,京橋,京橋・天満・天六・南森町,34.6965501117,135.5347171105,ランチ1000円/ディナー3000円,78.0,月～日、祝日、祝前日: 11:30～23:00 （料理L.O. 22:00 ドリンクL.O. 22:30）,なし ：ビル上部が有料駐車場です。,お子様連れ歓迎 ：ベビーカー乗り入れ可能です。,各線京橋駅 徒歩2分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ001178558/?vos=nhppalsa000016,2.0,2000.0,0,1,2,1,1,なし,0,1,0,no_off,0,0,50,4
J001286480,芋菓子専門店 蜜田 まごころ屋,天満,天満,京橋・天満・天六・南森町,34.7053763561,135.5118699228,,4.0,月～木: 11:00～19:00金～日、祝日、祝前日: 11:00～23:00,なし,お子様連れ不可,JR大阪環状線天満駅出口(北側)より徒歩約1分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001286480/?vos=nhppalsa000016,1.0,,0,0,2,0,0,なし,0,0,0,no_off,0,0,50,2
J003323898,iMoKiN イモキン,大阪天満宮,南森町,京橋・天満・天六・南森町,34.6957241815,135.5145605713,,13.0,月～金、祝前日: 18:00～23:00 （料理L.O. 22:00 ドリンクL.O. 22:00）,なし,お子様連れOK,大阪天満宮駅から248m,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ003323898/?vos=nhppalsa000016,3.0,,0,1,2,0,1,土,1,0,0,weekend_off,0,1,50,1
J003917079,episode エピソード,南森町,南森町,京橋・天満・天六・南森町,34.6985729939,135.5132392011,平均予算：600円～,30.0,月～木: 08:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）土、日、祝日: 11:30～18:00 （料理L.O. 17:30 ドリンクL.O. 17:30）,なし ：お近くのコインパーキングをご利用ください。,お子様連れ歓迎,大阪ﾒﾄﾛ南森町駅より徒歩約4分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003917079/?vos=nhppalsa000016,4.0,600.0,1,1,2,0,1,金,1,1,0,weekday_off,1,0,50,0
J001279850,エボニー,京橋,京橋,京橋・天満・天六・南森町,34.6919518484,135.5391671551,,18.0,月～土、祝前日: 08:00～21:00,なし,お子様連れ不可,JR環状線 京橋駅 徒歩13分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001279850/?vos=nhppalsa000016,13.0,,0,0,2,0,0,なし,0,1,0,no_off,0,1,50,2
J001268257,オールナイトカフェ 41 フォーティワン,京橋,京橋,京橋・天満・天六・南森町,34.6987109653,135.5341984712,,28.0,月～日、祝日、祝前日: 08:00～翌8:00,なし ：近隣のコインパーキングをご利用ください。,お子様連れOK,京橋駅北口より徒歩3分,あり,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ001268257/?vos=nhppalsa000016,3.0,,1,0,0,0,1,なし,0,0,1,no_off,0,0,50,1
J003410805,ON OFF オン オフ,京橋,京橋,京橋・天満・天六・南森町,34.6990091597,135.5296783015,現金決済無し,200.0,月～金、祝前日: 09:00～19:00 （ドリンクL.O. 18:30）,なし,お子様連れOK,JR京橋駅北口徒歩約10分 京阪京橋駅西徒歩約10分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003410805/?vos=nhppalsa000016,10.0,,1,1,2,0,1,土,1,0,0,weekend_off,0,1,50,4
J001145793,cafe Teクノ,天満,天満,京橋・天満・天六・南森町,34.7042350827,135.5112605706,500円,8.0,月、水～日、祝日、祝前日: 13:00～22:30 （料理L.O. 22:00）,なし ：申し訳ありません。ご用意はございません。,お子様連れ歓迎,天満駅一番出口から徒歩1分｡扇町駅一番出口すぐ｡,未確認,利用不可,未確認,https://www.hotpepper.jp/strJ001145793/?vos=nhppalsa000016,1.0,500.0,0,0,2,1,1,火,1,0,0,weekday_off,1,0,50,1
J001268620,甘味処鎌倉 大阪天満宮前店,南森町,南森町,京橋・天満・天六・南森町,34.6966929006,135.5119865972,ランチ501～1000円/ディナー501～1000円,6.0,月～日、祝日、祝前日: 10:30～18:00 （料理L.O. 17:30）,なし,お子様連れ歓迎,南森町駅､大阪天満宮駅より徒歩約2分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001268620/?vos=nhppalsa000016,2.0,750.5,0,0,2,0,1,なし,0,0,0,no_off,0,0,50,1
J004089825,Cat&Animal Cafe Noah s Ark ノアズアーク 大阪天神橋3丁目店,扇町,南森町,京橋・天満・天六・南森町,34.7022311519,135.5116183853,2500円,20.0,月～日、祝日、祝前日: 10:00～20:00 （料理L.O. 19:30 ドリンクL.O. 19:30）,なし,お子様連れ不可,大阪環状線天満駅徒歩5分/ﾒﾄﾛ扇町駅徒歩2分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004089825/?vos=nhppalsa000016,5.0,2500.0,0,1,2,0,0,なし,0,0,0,no_off,0,0,50,2
J000449478,ヴァンガード 京橋,京橋,京橋,京橋・天満・天六・南森町,34.6968294368,135.5309507642,,30.0,月～日、祝日、祝前日: 07:00～23:00 （料理L.O. 22:30 ドリンクL.O. 22:30）,なし,お子様連れ不可,京阪京橋駅から徒歩5分､JR京橋駅から徒歩5分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ000449478/?vos=nhppalsa000016,5.0,,0,0,2,0,0,なし,0,0,0,no_off,0,0,50,2
J003893802,きらく 大阪城北詰,大阪城北詰,京橋,京橋・天満・天六・南森町,34.6941030098,135.5279402875,【昼】～2000円/【アフタヌーンティー】5000円～/【夜】2000円～,12.0,火: 12:00～16:30 （料理L.O. 16:00 ドリンクL.O. 16:00）水～日、祝日: 12:00～16:30 （料理L.O. 16:00 ドリンクL.O. 16:00）19:00～23:00 （料理L.O. 22:30 ドリンクL.O. 22:30）,なし ：近隣パーキングをご利用下さい,お子様連れ不可,JR東西線大阪城北詰駅1出口より徒歩約2分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ003893802/?vos=nhppalsa000016,2.0,3500.0,0,1,2,0,0,月,1,1,0,weekday_off,1,0,50,2
J000866320,クリームキッチン 天三店,天満,天満,京橋・天満・天六・南森町,34.7007296506,135.5113970669,カフェ：500円～1200円,24.0,月～日、祝日、祝前日: 09:00～18:00,なし ：近隣にコインパーキングあり【提携なし】,お子様連れOK,天満駅徒歩5分/南森町･扇町駅徒歩3分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ000866320/?vos=nhppalsa000016,5.0,850.0,1,1,2,0,1,なし,0,0,0,no_off,0,0,50,0
J004005233,KURONE クローネ,中崎町,天満,京橋・天満・天六・南森町,34.7109497741,135.5068940579,,21.0,月～日、祝日、祝前日: 11:30～21:30 （料理L.O. 20:30 ドリンクL.O. 20:30）,なし,お子様連れOK,天神橋筋六丁目駅徒歩5分/中崎町駅徒歩6分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004005233/?vos=nhppalsa000016,5.0,,0,1,2,0,1,なし,0,0,0,no_off,0,0,50,0
J004403824,玄米カフェ 実身美 京橋店,京橋,京橋,京橋・天満・天六・南森町,34.6961531116,135.530384448,"1,000～2,000円前後",32.0,月～土: 11:00～21:00 （料理L.O. 20:30 ドリンクL.O. 20:30）,なし,お子様連れ歓迎,京阪本線京橋(大阪)駅片町口より徒歩約2分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ004403824/?vos=nhppalsa000016,2.0,0.5,0,1,2,0,1,日,1,1,0,weekend_off,0,1,50,0
J001153618,ごはんとカフェ あいな Love vege,大阪天満宮,南森町,京橋・天満・天六・南森町,34.6956942457,135.5171767319,800円,15.0,火～金、祝前日: 11:00～15:00 （料理L.O. 14:00）土: 11:00～15:00,なし ：コインパーキング,お子様連れ歓迎 ：お子さまを連れてのお食事歓迎しております♪ぜひご家族でいらして下さい。,JR｢大阪天満宮｣駅より徒歩5分,あり,利用不可,一部禁煙,https://www.hotpepper.jp/strJ001153618/?vos=nhppalsa000016,5.0,800.0,1,0,1,0,1,月,1,1,0,weekday_off,1,1,50,1
J000981260,坂井珈琲 天神橋店,南森町,天満,京橋・天満・天六・南森町,34.6993023231,135.5118409655,ドリンク～500円,90.0,月～日: 10:00～21:00 （料理L.O. 20:30 ドリンクL.O. 20:30）,なし ：近くにコインパーキングがございます。,お子様連れOK,南森町駅から徒歩3分 JR天満駅から徒歩5分,あり,利用不可,一部禁煙,https://www.hotpepper.jp/strJ000981260/?vos=nhppalsa000016,3.0,500.0,1,0,1,0,1,なし,0,1,0,no_off,0,0,50,4
J003894236,SAKImotobakery and more 扇町店,扇町,天満,京橋・天満・天六・南森町,34.7013070773,135.5110634654,1000円～1500円,18.0,月～日、祝日、祝前日: 08:00～19:00 （料理L.O. 17:30 ドリンクL.O. 17:30）,なし,お子様連れ歓迎 ：お子様用の椅子あります！,JR大阪環状線天満駅出口徒歩約9分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003894236/?vos=nhppalsa000016,9.0,1250.0,1,1,2,0,1,なし,0,1,0,no_off,0,0,50,0
J001251275,Sameshima Coffee Roastery ANGLER アングラー,京橋,京橋,京橋・天満・天六・南森町,34.7017459136,135.5348488663,1000円前後,16.0,月～金: 20:00～23:30 （料理L.O. 23:30 ドリンクL.O. 23:30）土: 11:00～23:30 （料理L.O. 23:30 ドリンクL.O. 23:30）日: 11:00～17:00 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし,お子様連れ歓迎,京橋駅(JR/京阪)より徒歩約7分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001251275/?vos=nhppalsa000016,7.0,1000.0,1,1,2,0,1,なし,0,0,1,no_off,0,0,50,0
J004004919,chou chou me cafe sakabar シュシュミーカフェ サカバー,都島,都島,京橋・天満・天六・南森町,34.7081205511,135.5265004916,,11.0,月、火、木、日: 11:00～18:00金、土: 11:00～18:0020:00～23:00,なし,お子様連れOK,都島駅 180m,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ004004919/?vos=nhppalsa000016,2.0,,0,1,2,0,1,水,1,1,0,weekday_off,1,0,50,0
J001265217,Joji coffee,京橋,京橋,京橋・天満・天六・南森町,34.699344823,135.5359502405,,6.0,火～日、祝日、祝前日: 10:00～22:00,なし,お子様連れOK,JR京橋(大阪)駅北口より徒歩約7分,あり,利用可,一部禁煙,https://www.hotpepper.jp/strJ001265217/?vos=nhppalsa000016,7.0,,1,1,1,0,1,月,1,0,0,weekday_off,1,0,50,0
